Date,Open,High,Low,Close,Volume
30-Sep-16,79.34,79.76,78.86,79.33,1297069
29-Sep-16,79.59,80.33,79.03,79.39,917170
28-Sep-16,80.15,80.30,79.36,79.61,861169
27-Sep-16,79.25,80.37,78.60,79.87,1030723
26-Sep-16,79.98,80.05,78.99,79.37,1033731
23-Sep-16,79.38,81.10,79.38,80.16,790365
22-Sep-16,79.65,79.86,78.75,79.40,724850
21-Sep-16,77.71,79.06,77.64,78.97,616882
20-Sep-16,77.81,78.04,77.27,77.37,576047
19-Sep-16,77.40,78.25,77.02,77.33,736125
16-Sep-16,77.25,77.77,76.80,77.27,1535765
15-Sep-16,77.70,78.17,77.20,77.75,990278
14-Sep-16,78.06,78.34,77.32,77.72,775723
13-Sep-16,79.55,79.78,77.51,77.90,1312713
12-Sep-16,79.30,80.22,79.08,79.96,999353
9-Sep-16,80.84,81.04,79.82,79.93,900561
8-Sep-16,82.58,82.68,81.27,81.30,781610
7-Sep-16,82.69,82.93,81.90,82.64,555418
6-Sep-16,82.92,83.25,81.98,82.71,805580
2-Sep-16,81.92,82.95,81.83,82.91,570218
1-Sep-16,81.43,81.92,80.78,81.62,553805
31-Aug-16,81.96,82.22,81.40,81.74,712344
30-Aug-16,81.63,82.25,81.41,82.22,690416
29-Aug-16,81.30,81.76,80.95,81.59,374808
26-Aug-16,80.94,82.14,80.84,81.36,638769
25-Aug-16,80.92,81.16,80.58,80.82,435082
24-Aug-16,82.26,82.26,81.11,81.21,414319
23-Aug-16,81.17,82.48,80.68,82.14,708996
22-Aug-16,80.37,80.96,80.37,80.72,726506
19-Aug-16,80.32,80.82,80.21,80.69,616549
18-Aug-16,80.97,81.19,80.50,80.67,662907
17-Aug-16,80.90,81.19,80.40,81.06,660607
16-Aug-16,81.72,81.85,80.46,80.85,962700
15-Aug-16,82.41,82.75,81.66,81.79,734001
12-Aug-16,82.79,82.82,82.12,82.42,620428
11-Aug-16,82.21,82.92,81.94,82.85,675219
10-Aug-16,81.64,82.13,80.98,82.12,655968
9-Aug-16,81.80,82.44,81.33,81.51,745641
8-Aug-16,81.66,82.22,81.38,81.74,628330
5-Aug-16,80.99,82.06,80.76,81.89,1098565
4-Aug-16,80.57,81.33,80.46,80.57,695108
3-Aug-16,80.21,80.97,80.14,80.81,910281
2-Aug-16,81.11,81.44,80.25,80.40,1004684
1-Aug-16,81.03,81.67,81.00,81.02,882618
29-Jul-16,80.73,81.55,80.56,81.23,953920
28-Jul-16,80.43,81.09,80.20,80.99,991869
27-Jul-16,80.82,81.46,80.51,80.96,1203788
26-Jul-16,81.19,81.60,80.41,80.88,1009632
25-Jul-16,80.25,81.25,79.96,81.15,1734074
22-Jul-16,80.84,81.04,80.28,80.40,1078467
21-Jul-16,81.59,81.78,80.46,80.94,1288943
20-Jul-16,81.50,81.67,80.73,81.33,2197395
19-Jul-16,80.81,81.90,80.20,81.08,3289142
18-Jul-16,83.50,84.25,78.53,79.82,7940295
15-Jul-16,85.40,85.74,84.92,85.50,1418569
14-Jul-16,86.06,86.15,85.19,85.26,664880
13-Jul-16,86.42,86.95,84.98,85.54,831095
12-Jul-16,85.74,87.00,85.74,86.25,1083432
11-Jul-16,84.95,85.90,84.95,85.50,727272
8-Jul-16,83.60,84.94,83.18,84.71,3082827
7-Jul-16,83.24,83.81,82.43,83.11,1300977
6-Jul-16,82.26,83.20,82.14,83.01,3448630
5-Jul-16,83.33,83.57,81.74,82.33,1482735
1-Jul-16,84.05,84.25,83.53,83.90,1046823
30-Jun-16,82.74,84.13,82.58,83.99,2309475
29-Jun-16,83.18,83.58,82.76,83.07,1825335
28-Jun-16,80.90,83.02,80.68,82.76,1286230
27-Jun-16,81.88,82.02,80.34,80.61,983955
24-Jun-16,83.45,84.20,82.33,82.37,2621137
23-Jun-16,86.64,86.66,85.53,86.20,1234443
22-Jun-16,85.94,86.83,85.65,85.87,514635
21-Jun-16,86.28,86.82,85.69,85.82,972315
20-Jun-16,86.75,87.10,86.05,86.15,601911
17-Jun-16,85.82,85.92,84.86,85.42,787176
16-Jun-16,85.49,86.25,84.59,85.89,710567
15-Jun-16,85.59,86.76,85.46,86.02,741949
14-Jun-16,84.90,85.49,84.48,85.44,1208947
13-Jun-16,85.77,86.00,85.04,85.06,457674
10-Jun-16,86.61,86.84,85.49,85.92,446746
9-Jun-16,86.73,87.16,85.70,87.07,525288
8-Jun-16,86.82,87.38,86.64,87.11,366502
7-Jun-16,86.23,87.24,86.14,86.95,707578
6-Jun-16,86.36,86.94,85.95,86.24,687739
3-Jun-16,86.19,86.42,85.33,85.79,720936
2-Jun-16,86.64,87.12,86.10,86.73,681799
1-Jun-16,86.58,87.16,86.17,87.12,886201
31-May-16,87.27,87.64,86.43,87.29,643804
27-May-16,86.30,87.56,86.30,87.28,413703
26-May-16,86.96,87.31,86.26,86.75,499828
25-May-16,86.50,87.12,86.23,86.76,753546
24-May-16,85.15,87.17,85.01,86.72,849510
23-May-16,84.65,85.20,84.13,84.97,457451
20-May-16,85.15,85.53,84.14,84.39,872522
19-May-16,84.52,85.13,83.80,84.87,493554
18-May-16,84.58,85.49,83.86,84.90,852411
17-May-16,85.22,85.74,84.22,84.63,748234
16-May-16,84.90,85.96,84.54,85.46,611996
13-May-16,85.24,85.71,84.96,85.11,860430
12-May-16,84.49,85.41,84.35,85.30,694305
11-May-16,85.81,86.26,84.35,84.50,925751
10-May-16,85.30,86.45,84.75,86.33,901228
9-May-16,84.69,86.44,84.69,86.11,924614
6-May-16,83.42,85.17,83.35,85.09,858068
5-May-16,84.29,84.41,83.36,83.55,1195037
4-May-16,84.58,85.24,84.05,84.28,746053
3-May-16,85.09,85.57,84.82,84.89,490764
2-May-16,85.43,86.34,84.72,85.59,735784
29-Apr-16,85.26,85.30,84.22,84.64,709370
28-Apr-16,86.23,86.96,85.07,85.32,860557
27-Apr-16,87.19,87.98,87.12,87.16,728351
26-Apr-16,87.28,87.73,86.69,87.63,953971
25-Apr-16,87.00,87.60,86.64,87.24,1123395
22-Apr-16,86.91,87.67,86.75,87.43,1608011
21-Apr-16,86.00,87.15,85.67,86.80,1196737
20-Apr-16,85.22,86.78,85.18,86.50,1808862
19-Apr-16,87.71,88.53,86.66,87.02,1772235
18-Apr-16,87.34,88.00,84.57,87.18,3717812
15-Apr-16,81.32,82.61,80.95,82.41,1511603
14-Apr-16,81.85,81.96,81.17,81.33,651249
13-Apr-16,81.05,81.85,80.98,81.50,754952
12-Apr-16,79.81,80.98,79.36,80.94,1122373
11-Apr-16,79.31,80.30,79.02,79.45,1048318
8-Apr-16,78.84,79.20,77.50,78.76,982367
7-Apr-16,78.99,79.52,77.63,78.46,1158659
6-Apr-16,77.76,79.79,77.72,79.74,1040607
5-Apr-16,79.74,79.99,77.78,77.80,1352098
4-Apr-16,79.37,80.44,79.29,79.70,987403
